Bondo;Centrocampista;Cremonese;4
Maleh;Centrocampista;Cremonese;3
Collocolo;Centrocampista;Cremonese;2
Lickunas;Centrocampista;Cremonese;1
Mandragora;Centrocampista;Fiorentina;22
Fagioli;Centrocampista;Fiorentina;18
Solomon;Centrocampista;Fiorentina;18
Harrison;Centrocampista;Fiorentina;13
Fabbian;Centrocampista;Fiorentina;11
NDour;Centrocampista;Fiorentina;10
Brescianini;Centrocampista;Fiorentina;8
Fazzini;Centrocampista;Fiorentina;2
Sabiri;Centrocampista;Fiorentina;1
Malinovskyi;Centrocampista;Genoa;25
Frendrup;Centrocampista;Genoa;20
Ellertsson;Centrocampista;Genoa;13
Messias;Centrocampista;Genoa;6
Amorim;Centrocampista;Genoa;6
Baldanzi;Centrocampista;Genoa;2
Cornet;Centrocampista;Genoa;2
Masini;Centrocampista;Genoa;1
Cuenca;Centrocampista;Genoa;1
Onana;Centrocampista;Genoa;1
Calhanoglu;Centrocampista;Inter;24
Zielinski;Centrocampista;Inter;22
Barella;Centrocampista;Inter;21
Mkhitaryan;Centrocampista;Inter;17
Sucic;Centrocampista;Inter;14
Luis Henrique;Centrocampista;Inter;13
Frattesi;Centrocampista;Inter;9
Diouf;Centrocampista;Inter;4
Yildiz;Centrocampista;Juventus;44
Mckennie;Centrocampista;Juventus;26
Thuram K.;Centrocampista;Juventus;24
Locatelli;Centrocampista;Juventus;19
Conceicao;Centrocampista;Juventus;17
Boga;Centrocampista;Juventus;14
Zhegrova;Centrocampista;Juventus;13
Miretti;Centrocampista;Juventus;12
Kostic;Centrocampista;Juventus;11
Koopmeiners;Centrocampista;Juventus;9
Adzic;Centrocampista;Juventus;1
Licina;Centrocampista;Juventus;1
Zaccagni;Centrocampista;Lazio;22
Isaksen;Centrocampista;Lazio;21
Cataldi;Centrocampista;Lazio;21
Taylor;Centrocampista;Lazio;16
Basic;Centrocampista;Lazio;9
Przyborek;Centrocampista;Lazio;7
Rovella;Centrocampista;Lazio;6
Maldini;Centrocampista;Lazio;5
Dele Bashiru;Centrocampista;Lazio;4
Belahyane;Centrocampista;Lazio;1
Munoz;Centrocampista;Lazio;1
Farcomeni;Centrocampista;Lazio;1
Coulibaly L.;Centrocampista;Lecce;15
Gandelman;Centrocampista;Lecce;11
Ramadani;Centrocampista;Lecce;10
Sottil;Centrocampista;Lecce;9
Berisha;Centrocampista;Lecce;7
Helgason;Centrocampista;Lecce;1
Marchwinski;Centrocampista;Lecce;1
Kovac;Centrocampista;Lecce;1
Gorter;Centrocampista;Lecce;1
Sala A.;Centrocampista;Lecce;1
Fofana S.;Centrocampista;Lecce;1
Ngom;Centrocampista;Lecce;1
Pulisic;Centrocampista;Milan;30
Modric;Centrocampista;Milan;27
Rabiot;Centrocampista;Milan;25
Saelemaekers;Centrocampista;Milan;20
Ricci;Centrocampista;Milan;18
Loftus Cheek;Centrocampista;Milan;18
Fofana;Centrocampista;Milan;16
Jashari;Centrocampista;Milan;8
Sala E.;Centrocampista;Milan;1
Mctominay;Centrocampista;Napoli;42
Lobotka;Centrocampista;Napoli;20
Neres;Centrocampista;Napoli;17
Politano;Centrocampista;Napoli;16
Elmas;Centrocampista;Napoli;11
De Bruyne;Centrocampista;Napoli;10
Santos;Centrocampista;Napoli;10
Anguissa;Centrocampista;Napoli;8
Vergara;Centrocampista;Napoli;7
Gilmour;Centrocampista;Napoli;2
Prisco;Centrocampista;Napoli;1
De Chiara;Centrocampista;Napoli;1
Bernabe;Centrocampista;Parma;18
Keita;Centrocampista;Parma;13
Strefezza;Centrocampista;Parma;11
Sorensen;Centrocampista;Parma;10
Ondrejka;Centrocampista;Parma;9
Oristanio;Centrocampista;Parma;9
Estevez;Centrocampista;Parma;7
Nicolussi;Centrocampista;Parma;5
Ordonez;Centrocampista;Parma;4
Plicco;Centrocampista;Parma;1
Cremaschi;Centrocampista;Parma;1
Ciardi;Centrocampista;Parma;1
Scarlato;Centrocampista;Parma;1
Tramoni;Centrocampista;Pisa;16
Leris;Centrocampista;Pisa;16
Aebischer;Centrocampista;Pisa;15
Loyola;Centrocampista;Pisa;9
Piccinini G.;Centrocampista;Pisa;8
Toure I.;Centrocampista;Pisa;8
Marin M.;Centrocampista;Pisa;6
Iling Jr.;Centrocampista;Pisa;5
Stengs;Centrocampista;Pisa;4
Hojholt;Centrocampista;Pisa;1
Vural;Centrocampista;Pisa;1
Akinsamiro;Centrocampista;Pisa;1
Lorran;Centrocampista;Pisa;1
Bettazzi ;Centrocampista;Pisa;1
Kone M.;Centrocampista;Roma;19
Cristante;Centrocampista;Roma;15
Zaragoza;Centrocampista;Roma;14
Pellegrini Lo.;Centrocampista;Roma;13
Pisilli;Centrocampista;Roma;8
El Shaarawy;Centrocampista;Roma;6
El Aynaoui ;Centrocampista;Roma;4
Venturino;Centrocampista;Roma;1
Kone I.;Centrocampista;Sassuolo;18
Thorstvedt;Centrocampista;Sassuolo;17
Matic;Centrocampista;Sassuolo;16
Fadera;Centrocampista;Sassuolo;13
Lipani;Centrocampista;Sassuolo;6
Volpato;Centrocampista;Sassuolo;6
Bakola;Centrocampista;Sassuolo;3
Vranckx;Centrocampista;Sassuolo;2
Boloca;Centrocampista;Sassuolo;1
Iannoni;Centrocampista;Sassuolo;1
Vlasic;Centrocampista;Torino;23
Casadei;Centrocampista;Torino;19
Anjorin;Centrocampista;Torino;8
Prati;Centrocampista;Torino;8
Gineitis;Centrocampista;Torino;7
Ilkhan;Centrocampista;Torino;7
Tameze;Centrocampista;Torino;6
Aboukhlal;Centrocampista;Torino;6
Ilic;Centrocampista;Torino;2
Njie;Centrocampista;Torino;1
Perciun;Centrocampista;Torino;1
Acquah;Centrocampista;Torino;1
Atta;Centrocampista;Udinese;20
Zaniolo;Centrocampista;Udinese;18
Ekkelenkamp;Centrocampista;Udinese;17
Karlstrom;Centrocampista;Udinese;16
Piotrowski;Centrocampista;Udinese;11
Miller;Centrocampista;Udinese;6
Zarraga;Centrocampista;Udinese;1
Camara A.;Centrocampista;Udinese;1
Bernede;Centrocampista;Verona;15
Serdar;Centrocampista;Verona;13
Gagliardini;Centrocampista;Verona;9
Niasse;Centrocampista;Verona;8
Al Musrati;Centrocampista;Verona;6
Lovric;Centrocampista;Verona;5
Suslov;Centrocampista;Verona;4
Harroui;Centrocampista;Verona;3
Akpa Akpro;Centrocampista;Verona;1
Zappacosta;Difensore;Atalanta;12
Djimsiti;Difensore;Atalanta;8
Bellanova;Difensore;Atalanta;7
Hien;Difensore;Atalanta;6
Scalvini;Difensore;Atalanta;6
Bernasconi;Difensore;Atalanta;6
Kolasinac;Difensore;Atalanta;2
Kossounou;Difensore;Atalanta;2
Ahanor;Difensore;Atalanta;1
Bakker;Difensore;Atalanta;1
Obric;Difensore;Atalanta;1
Zortea;Difensore;Bologna;9
Lucumi;Difensore;Bologna;7
Miranda J.;Difensore;Bologna;7
Heggem;Difensore;Bologna;6
Vitik;Difensore;Bologna;3
Casale;Difensore;Bologna;2
Lykogiannis;Difensore;Bologna;1
De Silvestri;Difensore;Bologna;1
Joao Mario;Difensore;Bologna;1
Helland;Difensore;Bologna;1
Palestra;Difensore;Cagliari;15
Idrissi;Difensore;Cagliari;9
Obert;Difensore;Cagliari;8
Mina;Difensore;Cagliari;7
Zappa;Difensore;Cagliari;7
Ze Pedro;Difensore;Cagliari;4
Raterink;Difensore;Cagliari;2
Felici;Difensore;Cagliari;1
Dossena;Difensore;Cagliari;1
Pintus;Difensore;Cagliari;1
Rodriguez Ju.;Difensore;Cagliari;1
Cogoni;Difensore;Cagliari;1
Kempf;Difensore;Como;11
Ramon;Difensore;Como;11
Vojvoda;Difensore;Como;9
Valle;Difensore;Como;8
Diego Carlos;Difensore;Como;6
Smolcic;Difensore;Como;5
Moreno A.;Difensore;Como;4
Van der Brempt;Difensore;Como;1
Kovacik;Difensore;Como;1
Goldaniga;Difensore;Como;1
De Paoli;Difensore;Como;1
Luperto;Difensore;Cremonese;9
Baschirotto;Difensore;Cremonese;7
Barbieri;Difensore;Cremonese;7
Terracciano F.;Difensore;Cremonese;6
Bianchetti;Difensore;Cremonese;5
Floriani;Difensore;Cremonese;4
Ceccherini;Difensore;Cremonese;2
Pezzella;Difensore;Cremonese;2
Folino;Difensore;Cremonese;1
Faye;Difensore;Cremonese;1
Pavesi;Difensore;Cremonese;1
Gosens;Difensore;Fiorentina;11
Dodo;Difensore;Fiorentina;10
Pongracic;Difensore;Fiorentina;7
Comuzzo;Difensore;Fiorentina;7
Ranieri;Difensore;Fiorentina;6
Parisi;Difensore;Fiorentina;6
Fortini;Difensore;Fiorentina;1
Kospo;Difensore;Fiorentina;1
Rugani;Difensore;Fiorentina;1
Kouadio;Difensore;Fiorentina;1
Lamptey;Difensore;Fiorentina;1
Balbo;Difensore;Fiorentina;1
Martin;Difensore;Genoa;12
Ostigard;Difensore;Genoa;12
Vasquez;Difensore;Genoa;8
Marcandalli;Difensore;Genoa;8
Norton Cuffy;Difensore;Genoa;6
Sabelli;Difensore;Genoa;1
Otoa;Difensore;Genoa;1
Kumer Celik;Difensore;Genoa;1
Zatterstrom;Difensore;Genoa;1
Dimarco;Difensore;Inter;36
Bastoni A.;Difensore;Inter;15
Akanji;Difensore;Inter;12
Carlos Augusto;Difensore;Inter;11
Bisseck;Difensore;Inter;10
Dumfries;Difensore;Inter;8
Acerbi;Difensore;Inter;5
Darmian;Difensore;Inter;3
De Vrij;Difensore;Inter;1
Alexiou;Difensore;Inter;1
Cocchi;Difensore;Inter;1
Maye;Difensore;Inter;1
Jakirovic;Difensore;Inter;1
Kamate ;Difensore;Inter;1
Bremer;Difensore;Juventus;19
Kalulu;Difensore;Juventus;18
Cambiaso;Difensore;Juventus;8
Kelly;Difensore;Juventus;8
Holm;Difensore;Juventus;6
Cabal;Difensore;Juventus;4
Gatti;Difensore;Juventus;2
Scaglia F.;Difensore;Juventus;1
Tavares;Difensore;Lazio;7
Gila;Difensore;Lazio;7
Marusic;Difensore;Lazio;7
Romagnoli A.;Difensore;Lazio;6
Pellegrini Lu.;Difensore;Lazio;5
Lazzari;Difensore;Lazio;5
Provstgaard;Difensore;Lazio;4
Patric;Difensore;Lazio;1
Hysaj;Difensore;Lazio;1
Gigot;Difensore;Lazio;1
Gallo;Difensore;Lecce;9
Gabriel;Difensore;Lecce;6
Veiga D.;Difensore;Lecce;6
Siebert;Difensore;Lecce;4
Gaspar;Difensore;Lecce;3
Jean;Difensore;Lecce;1
Scott;Difensore;Lecce;1
Perez M.;Difensore;Lecce;1
Ndaba;Difensore;Lecce;1
Pavlovic;Difensore;Milan;10
De Winter;Difensore;Milan;10
Gabbia;Difensore;Milan;8
Bartesaghi;Difensore;Milan;8
Tomori;Difensore;Milan;7
Athekame;Difensore;Milan;3
Estupinan;Difensore;Milan;2
Odogu;Difensore;Milan;1
Di Lorenzo;Difensore;Napoli;12
Spinazzola;Difensore;Napoli;12
Rrahmani;Difensore;Napoli;11
Buongiorno;Difensore;Napoli;9
Gutierrez;Difensore;Napoli;7
Beukema;Difensore;Napoli;6
Olivera;Difensore;Napoli;5
Juan Jesus;Difensore;Napoli;2
Mazzocchi;Difensore;Napoli;1
Delprato;Difensore;Parma;12
Britschgi;Difensore;Parma;7
Valeri;Difensore;Parma;6
Circati;Difensore;Parma;6
Valenti;Difensore;Parma;5
Troilo;Difensore;Parma;2
Carboni F.;Difensore;Parma;2
Ndiaye;Difensore;Parma;1
Conde B.;Difensore;Parma;1
Drobnic;Difensore;Parma;1
Angori;Difensore;Pisa;6
Canestrelli;Difensore;Pisa;6
Caracciolo;Difensore;Pisa;4
Bozhinov;Difensore;Pisa;4
Calabresi;Difensore;Pisa;3
Denoon;Difensore;Pisa;1
Cuadrado;Difensore;Pisa;1
Albiol;Difensore;Pisa;1
Coppola;Difensore;Pisa;1
Wesley;Difensore;Roma;15
Mancini;Difensore;Roma;14
Celik;Difensore;Roma;11
Ndicka;Difensore;Roma;9
Hermoso;Difensore;Roma;7
Ghilardi;Difensore;Roma;6
Angelino;Difensore;Roma;4
Ziolkowski;Difensore;Roma;2
Tsimikas;Difensore;Roma;2
Rensch;Difensore;Roma;1
Muharemovic;Difensore;Sassuolo;9
Idzes;Difensore;Sassuolo;7
Doig;Difensore;Sassuolo;6
Walukiewicz;Difensore;Sassuolo;6
Garcia;Difensore;Sassuolo;5
Pieragnolo;Difensore;Sassuolo;1
Romagna;Difensore;Sassuolo;1
Cande;Difensore;Sassuolo;1
Coulibaly;Difensore;Sassuolo;1
Pedro Felipe;Difensore;Sassuolo;1
Maripan;Difensore;Torino;14
Coco;Difensore;Torino;7
Lazaro;Difensore;Torino;6
Ismajli;Difensore;Torino;5
Pedersen;Difensore;Torino;4
Obrador;Difensore;Torino;4
Marianucci;Difensore;Torino;2
Biraghi;Difensore;Torino;1
Ebosse;Difensore;Torino;1
Sazonov;Difensore;Torino;1
Nkounkou;Difensore;Torino;1
Pellini;Difensore;Torino;1
Solet;Difensore;Udinese;13
Zanoli;Difensore;Udinese;9
Kabasele;Difensore;Udinese;7
Kristensen T.;Difensore;Udinese;6
Bertola;Difensore;Udinese;6
Kamara;Difensore;Udinese;5
Zemura;Difensore;Udinese;5
Ehizibue;Difensore;Udinese;2
Mlacic;Difensore;Udinese;2
Arizala;Difensore;Udinese;1
Bradaric;Difensore;Verona;6
Lirola;Difensore;Verona;5
Frese;Difensore;Verona;4
Nelsson;Difensore;Verona;4
Slotsager;Difensore;Verona;3
Belghali;Difensore;Verona;3
Edmundsson;Difensore;Verona;3
Valentini;Difensore;Verona;2
Bella Kotchap;Difensore;Verona;2
Oyegoke;Difensore;Verona;1
Corradi;Difensore;Verona;1
Fallou;Difensore;Verona;1
De Battisti;Difensore;Verona;1
Rossi Fr.;Portiere;Atalanta;1
Sportiello;Portiere;Atalanta;1
Skorupski;Portiere;Bologna;4
Ravaglia;Portiere;Bologna;2
Pessina M.;Portiere;Bologna;1
Happonen;Portiere;Bologna;1
Caprile;Portiere;Cagliari;9
Ciocci;Portiere;Cagliari;1
Auseklis;Portiere;Cagliari;1
Sherri;Portiere;Cagliari;1
Vigorito;Portiere;Como;1
Sgarbi;Portiere;Como;1
Menke ;Portiere;Como;1
Cavlina;Portiere;Como;1
Tornqvist;Portiere;Como;1
Audero;Portiere;Cremonese;2
Nava;Portiere;Cremonese;1
Silvestri;Portiere;Cremonese;1
Malovec;Portiere;Cremonese;1
De Gea;Portiere;Fiorentina;5
Christensen;Portiere;Fiorentina;1
Lezzerini;Portiere;Fiorentina;1
Leali;Portiere;Genoa;6
Bijlow;Portiere;Genoa;2
Siegrist;Portiere;Genoa;1
Sommariva;Portiere;Genoa;1
Lysionok;Portiere;Genoa;1
Di Gennaro;Portiere;Inter;1
Martinez J.;Portiere;Inter;1
Calligaris;Portiere;Inter;1
Taho;Portiere;Inter;1
Perin;Portiere;Juventus;1
Pinsoglio;Portiere;Juventus;1
Mangiapoco;Portiere;Juventus;1
Scaglia S.;Portiere;Juventus;1
Furlanetto;Portiere;Lazio;1
Motta;Portiere;Lazio;1
Fruchtl;Portiere;Lecce;1
Samooja;Portiere;Lecce;1
Bleve;Portiere;Lecce;1
Penev;Portiere;Lecce;1
Terracciano;Portiere;Milan;1
Torriani;Portiere;Milan;1
Pittarella;Portiere;Milan;1
Milinkovic;Portiere;Napoli;10
Meret;Portiere;Napoli;8
Contini;Portiere;Napoli;1
Ferrante;Portiere;Napoli;1
Corvi;Portiere;Parma;4
Suzuki;Portiere;Parma;2
Rinaldi;Portiere;Parma;1
Casentini;Portiere;Parma;1
Scuffet;Portiere;Pisa;5
Semper;Portiere;Pisa;1
Nicolas;Portiere;Pisa;1
Gollini;Portiere;Roma;1
Zelezny;Portiere;Roma;1
Turati;Portiere;Sassuolo;1
Russo A.;Portiere;Sassuolo;1
Satalino;Portiere;Sassuolo;1
Muric;Portiere;Sassuolo;1
Zacchi;Portiere;Sassuolo;1
Paleari;Portiere;Torino;2
Israel;Portiere;Torino;1
Siviero;Portiere;Torino;1
Okoye;Portiere;Udinese;5
Padelli;Portiere;Udinese;1
Sava;Portiere;Udinese;1
Nunziante;Portiere;Udinese;1
Montipo;Portiere;Verona;4
Perilli;Portiere;Verona;2
Toniolo;Portiere;Verona;1
Castagnini;Portiere;Verona;1
Carnesecchi;Portiere;Atalanta;16
Butez;Portiere;Como;13
Sommer;Portiere;Inter;13
Di Gregorio;Portiere;Juventus;12
Provedel;Portiere;Lazio;11
Falcone;Portiere;Lecce;13
Maignan;Portiere;Milan;13
Svilar;Portiere;Roma;14
